1,union jeu_1_nb_cles_100.txt et jeu_2_nb_cles_100.txt,0.0
2,union jeu_1_nb_cles_100.txt et jeu_3_nb_cles_100.txt,0.0
3,union jeu_1_nb_cles_100.txt et jeu_4_nb_cles_100.txt,0.0
4,union jeu_1_nb_cles_100.txt et jeu_5_nb_cles_100.txt,0.0
5,union jeu_1_nb_cles_1000.txt et jeu_2_nb_cles_1000.txt,0.0
6,union jeu_1_nb_cles_1000.txt et jeu_3_nb_cles_1000.txt,0.0
7,union jeu_1_nb_cles_1000.txt et jeu_4_nb_cles_1000.txt,0.0
8,union jeu_1_nb_cles_1000.txt et jeu_5_nb_cles_1000.txt,0.0
9,union jeu_1_nb_cles_10000.txt et jeu_2_nb_cles_10000.txt,0.0
10,union jeu_1_nb_cles_10000.txt et jeu_3_nb_cles_10000.txt,0.0
11,union jeu_1_nb_cles_10000.txt et jeu_4_nb_cles_10000.txt,0.0
12,union jeu_1_nb_cles_10000.txt et jeu_5_nb_cles_10000.txt,0.0
13,union jeu_1_nb_cles_200.txt et jeu_2_nb_cles_200.txt,0.0
14,union jeu_1_nb_cles_200.txt et jeu_3_nb_cles_200.txt,0.0
15,union jeu_1_nb_cles_200.txt et jeu_4_nb_cles_200.txt,0.0
16,union jeu_1_nb_cles_200.txt et jeu_5_nb_cles_200.txt,0.0
17,union jeu_1_nb_cles_20000.txt et jeu_2_nb_cles_20000.txt,0.0
18,union jeu_1_nb_cles_20000.txt et jeu_3_nb_cles_20000.txt,0.0
19,union jeu_1_nb_cles_20000.txt et jeu_4_nb_cles_20000.txt,0.0
20,union jeu_1_nb_cles_20000.txt et jeu_5_nb_cles_20000.txt,0.0
21,union jeu_1_nb_cles_500.txt et jeu_2_nb_cles_500.txt,0.0
22,union jeu_1_nb_cles_500.txt et jeu_3_nb_cles_500.txt,0.0
23,union jeu_1_nb_cles_500.txt et jeu_4_nb_cles_500.txt,0.0
24,union jeu_1_nb_cles_500.txt et jeu_5_nb_cles_500.txt,0.0
25,union jeu_1_nb_cles_5000.txt et jeu_2_nb_cles_5000.txt,0.0
26,union jeu_1_nb_cles_5000.txt et jeu_3_nb_cles_5000.txt,0.0
27,union jeu_1_nb_cles_5000.txt et jeu_4_nb_cles_5000.txt,0.0
28,union jeu_1_nb_cles_5000.txt et jeu_5_nb_cles_5000.txt,0.0
29,union jeu_1_nb_cles_50000.txt et jeu_2_nb_cles_50000.txt,0.0
30,union jeu_1_nb_cles_50000.txt et jeu_3_nb_cles_50000.txt,0.0
31,union jeu_1_nb_cles_50000.txt et jeu_4_nb_cles_50000.txt,0.0
32,union jeu_1_nb_cles_50000.txt et jeu_5_nb_cles_50000.txt,0.0
